Date,Costs Affiliate,Costs Paid Search,Costs Radio,Costs TV,Costs OOH,Clicks Facebook,Costs Display
23/07/2020,414.95,10597.86,962.43,5271.58,0,0,1335.62
24/07/2020,584.59,11595.33,679.34,6640.42,0,0,1572.47
25/07/2020,505.16,10511.65,489.85,5632.07,0,0,1621.15
26/07/2020,373.63,12233.67,292.31,7040.23,0,0,2785.64
27/07/2020,495.49,13831.29,742.24,5539.21,0,0,2365.83
28/07/2020,433,12255.74,780.78,5859.66,0,0,4247.56
29/07/2020,303.8,8137.69,990.65,4234.99,0,0,4393.87
30/07/2020,1065.41,6496.8,747.94,5217.51,0,0,4348.1
31/07/2020,751.07,6522.03,693.76,3222.03,0,0,4313.26
01/08/2020,338.12,6623.9,539.48,5600.62,0,0,4265.42
02/08/2020,388.81,7522.29,486.68,5660.55,0,0,4256.1
03/08/2020,525.36,8702.48,635.17,3947.39,0,0,5372.61
04/08/2020,291.6,7320.03,871.99,5044.75,0,0,5739.75
05/08/2020,452.62,6599.71,899.51,3455.07,0,0,5345.3
06/08/2020,246.32,5783.28,797.76,3468.61,0,0,5433.34
07/08/2020,221.97,5405.82,749.89,3628.2,0,0,6027.23
08/08/2020,110.21,4884.88,436.85,3859.81,0,0,5831
09/08/2020,232.05,4808.02,449.08,6703.11,0,0,6040.02
10/08/2020,691.85,5504.18,0,435.5,0,0,6159.16
11/08/2020,459.87,5223.17,0,0,0,0,6226.21
12/08/2020,823.57,5353.6,0,0,0,0,5761.19
13/08/2020,396.1,5623.93,0,0,0,0,6010.08
14/08/2020,374.91,6489.84,0,0,0,0,5990.28
15/08/2020,112.93,5404.44,0,0,0,0,6405.2
16/08/2020,239.4,6143.88,0,0,0,0,6283.06
17/08/2020,363.89,8059.01,1377.96,11121.11,0,0,6555.84
18/08/2020,747,7488.86,1803.34,7923.45,0,0,6590.18
19/08/2020,682.18,9618.44,1879.35,8073.22,0,0,7042.2
20/08/2020,462.5,8895.87,1787.75,4486.2,0,0,6898.09
21/08/2020,314,8591.01,1594.78,6077.87,0,0,5290.07
22/08/2020,276.65,8461.25,1189.44,9434.56,0,0,5251.45
23/08/2020,279.48,10052.75,885.81,12291.63,0,0,5027.23
24/08/2020,994.47,10478.89,1437.11,9655.81,0,0,5446.44
25/08/2020,2487.01,12046.66,1519.08,5342.98,0,0,7137.66
26/08/2020,375.58,11358.54,1678.55,5667.04,0,0,6614.32
27/08/2020,596,9172.86,1889.46,9709.62,0,0,7230.89
28/08/2020,529.75,8556.47,2046.21,9593.97,0,0,7105.53
29/08/2020,286.76,7507.82,1148.93,8898.47,0,0,6995.23
30/08/2020,450.89,10171.05,744.9,11929.55,0,0,6841.69
31/08/2020,606.93,10696.62,0,16774.93,0,0,7328.87
